,company_name,job_title,job_description,required_skills,job_meta
23,Dreamwave AI,Data Scientist,"Dreamwave AI is an AI research lab that provides next-gen creative tools powered by AI to augment human creativity. The company is dedicated to pushing the boundaries of Artificial Intelligence and Machine Learning in order to create new ways of thinking about creativity.This is a full-time remote role for a Data Scientist at Dreamwave AI. The Data Scientist will be responsible for analyzing large datasets to identify patterns and trends in data. The role will also involve designing and implementing statistical models to solve business problems, and presenting findings to stakeholders in a clear and concise manner.Data Science and Statistical analysis skillsData Analytics and Data Visualization skillsData Analysis skillsStrong problem-solving and critical thinking skillsAbility to work independently and remotelyBachelor’s degree in Computer Science, Statistics, Mathematics, or a related fieldExperience in Machine Learning and/or Artificial Intelligence is a plusStrong programming skills in Python or R","['programming', 'pytorch', 'statistics', 'ethical ai', 'python', 'collaboration', 'curiosity', 'scikit-learn', 'communication skills', 'problem-solving', 'nlp', 'natural language processing', 'git', 'mathematics', 'statistical analysis', 'version control', 'machine learning', 'tensorflow']","Hyderabad, Telangana, India ·   2 days ago2 days ago ·   Over 100 applicants"
24,Circuitry.ai,ML Trainee,"Job Title: AI/ML Trainee Location: Hyderabad, India – Hybrid (3 days in office, 2 days remote per week) Company Culture: We foster a learning-oriented environment where curiosity is encouraged, and mistakes are viewed as learning opportunities. Our team values collaboration, innovation, and ethical AI development. As an AI/ML Trainee, you'll be paired with experienced mentors and have access to ongoing learning resources to support your growth in the field. Responsibilities: Assist in developing and implementing basic ML and NLP models under supervision. Learn to work with structured and unstructured data for model training. Utilize Python and various libraries to support model building and training processes. Stay current with the latest AI/ML research and discuss potential applications with the team. Collaborate with cross-functional teams to understand business problems and AI solutions. Support the development of Retrieval-Augmented Generation (RAG) systems: Help in creating and maintaining knowledge bases for RAG models. Assist in implementing and fine-tuning retrieval mechanisms for relevant information. Contribute to the integration of retrieved information with language models. Help evaluate the performance and relevance of RAG outputs. Aid in the collection and preparation of domain-specific data for RAG systems. Participate in experiments comparing RAG models with traditional language models.  Education: Bachelor's or master's degree in computer science, Mathematics, Statistics, Engineering, or a related field. Recent graduates (0-1 year of experience) are encouraged to apply. Experience: Internship or academic project experience in Machine Learning or Data Science is preferred. Familiarity with AI/ML concepts through coursework or personal projects. Skills: Programming and Tools: Basic to intermediate Python programming skills. Familiarity with ML libraries such as Scikit-learn, TensorFlow, or PyTorch. Basic understanding of version control systems (Git). Familiarity with Langchain and LlamaIndex Frameworks.  Research and Learning: Ability to read and understand introductory ML research papers. Eagerness to learn and implement new AI/ML techniques. Nice to Have: Participation in AI/ML-related hackathons or coding competitions. Personal projects or contributions to open-source ML projects. Skills Required (Keywords): Python Machine Learning Basics Large Language Models RAG Statistical Analysis Natural Language Processing Soft Skills: Strong analytical and problem-solving abilities Excellent communication skills and ability to work in a team Self-motivated learner with a passion for AI and ML Ability to manage time effectively and meet deadlines","['machine learning', 'responsible ai', 'data analysis']","Bengaluru, Karnataka, India ·   4 days ago4 days ago ·   88 applicants"
25,Syncarp,AI Practice,"Looking for an "" AI Practice team member"" to build capability and drive growth for a Global IT service provider based out of Bangalore /Chennai/ Hyderabad- 10-14 years of experience. AI Architect: Designing the overall architecture of AI systems requires a deep understanding of various technologies, scalability issues, and integration challenges. This role often necessitates extensive experience in both AI and software architecture. Research Scientist: Leading cutting-edge AI research, publishing in top-tier journals, and innovating new algorithms or techniques typically require years of advanced study and professional experience. AI Ethicist: Addressing complex ethical issues in AI, understanding the societal impacts, and ensuring responsible AI practices often require a deep understanding of both AI technologies and ethical principles, which can take years to develop. Product Manager (Senior/Lead): Overseeing the development and deployment of AI products, particularly in large or complex organizations, often requires extensive experience in product management, understanding of AI capabilities, and strategic vision. AI Compliance Officer: Ensuring AI systems comply with laws, regulations, and industry standards requires in-depth knowledge of legal frameworks and industry practices, which typically comes with years of experience. Data Scientist (Senior/Lead): Leading complex data science projects, mentoring junior data scientists, and developing advanced predictive models often require a wealth of experience in data analysis, statistical methods, and machine learning.Chief AI Officer (or similar C-suite roles): overseeing the entire AI strategy for the organization, ensuring alignment with business goals, and driving innovation.","['sql', 'data warehousing', 'spark', 'cloud computing', 'big data technologies', 'hadoop', 'data engineering', 'aws', 'problem-solving', 'data pipelines', 'big data', 'gcp', 'machine learning', 'software development', 'azure', 'data modeling']","Mumbai, Maharashtra, India ·   3 months ago3 months ago ·   Over 100 people clicked Apply"
26,dataeaze systems,Data Engineer with Databricks SPARK,"Job Title: Data Engineer with Databricks SparkExperience : 3+Location : Mumbai Work Mode : On-site Department : Data EngineeringSummary:We are seeking a skilled and experienced Data Engineer specializing in Apache Spark to join our team. The ideal candidate will possess a deep understanding of data engineering principles, coupled with substantial experience in Apache Spark. The Data Engineer will be primarily responsible for the design, development, and maintenance of our data pipelines and infrastructure. Collaborating closely with other members of the data engineering team, they will contribute to the creation and implementation of innovative data-driven solutions.Responsibilities:Design, develop, and maintain data pipelines and infrastructure.Collaborate with other data engineering team members to devise and execute new data-driven solutions.Liaise with stakeholders to gather requirements and translate them into technical specifications.Troubleshoot and debug data pipelines and infrastructure.Monitor and optimize data pipelines and infrastructure.Keep abreast of the latest data engineering technologies and trends.Qualifications:Bachelor's degree in computer science, information technology, or a related field.3+ years of experience in data engineering.Proficiency with Apache Spark.Prior experience with Databricks data platform is a must.Familiarity with Azure Data toolset.Knowledge of big data technologies such as Hadoop and Kafka.Experience with data warehousing and data lakes.Competence in data modeling and ensuring data quality.Proficiency in SQL and NoSQL databases.Familiarity with cloud computing platforms like AWS, Azure, and GCP.Strong problem-solving and analytical skills.Excellent communication and interpersonal abilities. Desired Qualifications:Master's degree in computer science, information technology, or a related field.Additional 3+ years of experience in data engineering.Exposure to machine learning and artificial intelligence would be advantageous.Familiarity with distributed systems.Experience with open-source software development.Knowledge of Agile development methodologies.","['programming', 'keras', 'python', 'computer vision', 'object detection', 'unsupervised learning', 'neural networks', 'convolutional neural networks', 'deep learning', 'mathematics', 'linear algebra', 'machine learning', 'tensorflow']","Mumbai, Maharashtra, India ·   1 month ago1 month ago ·   Over 100 people clicked Apply"
27,Fynd (Shopsense Retail Technologies Ltd.),Computer Vision and Machine Learning Researcher,"We want new ambitious research members to join our Machine Learning Research group. We are looking for people with a proven track record in computer vision research. In this role, we create new models, algorithms and approaches to solve challenging machine learning problems. Some of our problems areas include Image Restoration, Image Enhancement, Generative Models and 3D computer vision. You will work on various state-of-art new techniques to improve and optimize neural networks and also use computer vision approaches to solve various problems. You will be required to have in-depth knowledge of image processing and convolutional neural networks. You will tackle our challenging problems also have the freedom to try out your ideas and pursue research topics of your interest.Please find our research page : https://www.fynd.com/research/vision-labWhat will you do at Fynd?You will participate in cutting edge research in machine learning and computer visionLearn and implement state of the art best practices to create accurate and lightweight modelsYou will have the freedom to write research papers and publish yourself in top conferences.You will apply your knowledge to analyse problems, devise solutions and construct valid metrics with best practices.Come up with practical and deployable solutions. Ensure successful technology transfers to Fynd productsSome specific RequirementsA BS, MS, PhD or equivalent experience in a quantitative field (Computer Science, Applied Mathematics or related technical field).Experience in one or more of the following areas - Image Restoration, Image Enhancement, Unsupervised Learning, Compression, Generative Models, 3D computer vision, Object detection and tracking or related computer vision topicsMultiple publications in top conferencesStrong background and understanding of mathematical concepts relating to probabilistic models, linear algebra and probabilityKnowledge of computer vision/image processing techniques and awareness for existing and trending algorithms and research of Computer Vision domain.Programming experience in one or more of the following: C, C++, Python, and/or functional programming languages and deep learning frameworks like - - Tensorflow/Keras/PyTorchWhat's in it for you:An attractive remuneration packageOpportunity to collaborate with some of the brightest and best minds in IndiaWe pride ourselves in helping you realise your potential and give you the opportunity to be innovative","['sql', 'spark', 'computer vision', 'data augmentation', 'feature engineering', 'aws', 'git', 'machine learning', 'software development', 'tensorflow', 'keras', 'apis', 'python', 'calculus', 'speech recognition', 'linear algebra', 'azure', 'pytorch', 'hadoop', 'nlp', 'probability', 'deep learning', 'mlflow']","Bengaluru, Karnataka, India ·   2 weeks ago2 weeks ago ·   Over 100 applicants"
28,Healthify,Machine Learning Engineer,"What will you do?Implement technology solutions using Large Language Models (LLMs) like GPTFine tune LLMs with proprietary dataUse LLMs in conjunction with other domain specific models like Vision, NLP, Speech recognition, Image generationSetup integrations with hosted LLMs using various cloud providers (AWS+HuggingFace, Azure+OpenAI, Google+Bard)Setup and integrate hosted LLM models. Enhance the hosted LLM models with proprietary data.Write APIs using Python/Go to enhance and Integrate with existing API infrastructure.Design Prompts that provide appropriate responses. Use various prompt engineering methods (introspection, chain-of-thought, instruction prompting).Work with data teams to collect and organize the data needed for the task at hand.Ensure that best practices are followed in solving AI problems including thorough problem analysis, prior research understanding, persistent experimentation and documentation, rapid prototyping and extensive testing.Help in filing for patents and publishing research papers at AI conferences.Extensively document learnings from experiments and share with ML engineering teamUse Copilot/CodeWhisperer in developing code and create “cookbook” for good code generation.What you need to haveMust Have:Hands-on industry experience of 1 to 2 years working on machine learning and deep learning or related fields.Sound understanding of Deep Learning in at least two AI problem domains, preferably, Computer Vision, NLP/NLG using LLM, Time Series Forecasting. Having a strong mathematical background in linear algebra, probability, and calculus.Familiar with machine learning frameworks such as PyTorch or TensorFlow, Keras.Proficient in Python based programmingUnderstanding of modeling a problem into a Deep Learning framework. Exposure in building, measuring and iterating on neural network architectures that effectively solved the problemExperience working in a product-based startup environmentUnderstanding of pipelines to monitor, extract, index, build and tune ML and NLP modelsExperience working in collaborative software development environments including the use of git, peer code review and independent authorship of well tested, maintainable and documented code. Nice to haveData ManagementDefining validation strategiesDefining the pre-processing or feature engineering to be done on a given datasetDefining data augmentation pipelinesExploring and visualizing data to gain an understanding of it, then identifying differences in data distribution that could affect performance when deploying the model in the real worldWorking proficiency with SQL and relational databases, data warehouse.Experience with GPU/CUDA for computational efficiency.Experience with ML Ops frameworks like Sagemaker/AWS, MLFlow or similarFamiliar with distributed computational frameworks (YARN, Spark, Hadoop)",[],"Hyderabad, Telangana, India ·   6 days ago6 days ago ·   Over 100 people clicked Apply"
29,Qualcomm,Machine Learning Engineer," Bachelor's degree in Engineering, Information Systems, Computer Science, or related field.","['apis', 'spark', 'python', 'computer vision', 'javascript', 'data engineering', 'communication skills', 'mathematics', 'machine learning', 'azure']","Bengaluru, Karnataka, India ·   1 day ago1 day ago ·   Over 100 applicants"
30,Recro,AI Engineer,"Job Title: AI / Machine Learning EngineerLocation: Bangalore/ChennaiExperience: 4 to 7 yearsKey Responsibilities:Design and develop advanced AI/ML models.Collaborate with AI Technical Manager, data engineers, and GCC Petro-technical professionals.Implement AI solutions to improve decision-making and automation.Identify data and technology to solve business challenges.Partner with Data Scientists and IT services to implement complex algorithms.Fine-tune algorithms for optimal performance.Deliver innovative solutions from design to deployment.Work with cross-functional teams to transform prototypes into production solutions.Configure infrastructure for scalable and resilient ML workloads.Qualifications:4 to 7 years of experience in Object-Oriented Design and Python development.Experience with machine learning frameworks and libraries.Proficiency in JavaScript frameworks and Microsoft Azure Machine Learning.Strong background in mathematics and algorithms.Experience with large-scale ML/DL jobs and cloud infrastructure.Skilled in designing custom APIs and MLOps frameworks.Experience with cognitive services, computer vision, and unstructured data ML models.Hands-on experience with Azure Machine Learning SDK.Knowledge of data engineering tools like DataBricks, Spark, and Azure Data Factory.Proficient in software engineering practices (source control, CI/CD, etc.).Strong communication skills.","['programming', 'software development']","Bengaluru, Karnataka, India ·   1 hour ago1 hour ago ·   98 people clicked Apply"
31,JPMorganChase,Software Engineer I - AI - ML - Developer,"Executes basic software solutions, design, development, and technical troubleshootingWrites secure and high-quality code using the syntax of at least one programming language with peer guidanceInterprets architecture and design representations as well as nonfunctional requirements to develop secure, stable software against a defined architectureActively applies automation to reduce manual toil in the Software Development Life CycleAddresses basic code quality issuesGathers, analyzes, and synthesizes basic data sets in service of technical troubleshooting and generating insights to drive continuous improvementsBreaks down routine technical tasks to troubleshoot and solve issuesAdds to team culture of diversity, equity, inclusion, and respectFormal training or certification on software engineering concepts and 2+ years applied experienceBaseline knowledge of software, applications and technical processes within a given technical discipline (e.g., cloud, artificial intelligence, Android, etc.)Ability to work in large, collaborative teams to achieve organizational goals, with a passion to build an inclusive and innovative cultureDemonstrable ability to code in one or more languagesUnderstanding of software skills such as business analysis, development, maintenance, and software improvementProficiency in developmental toolsetsBasic knowledge of industry-wide technology trends and best practices Exposure to cloud technologies","['python', 'curiosity', 'neural networks', 'communication skills', 'aws']","Pune, Maharashtra, India ·   1 month ago1 month ago ·   Over 100 applicants"
32,hushh.ai,AI Engineer and Researcher,"AI Engineer and Researcher - Empowering Users with Innovative AI SolutionsCompany: Hushh Intelligence Inc.Job Type: Internship and Full-Time roles availableLocation: Pune, Maharashtra (Preferred) Global (Remote/Hybrid/On-site Options Available - Pune for Engineering, Product in India, Mumbai/Delhi/Chennai for Sales, Marketing in India, Dubai for Global Luxury Sales and Marketing, and Paris, Milan, London for Europe GTM, lastly New York, Los Angeles, San Francisco for US MarketsAbout HushhAt Hushh, our mission is to revolutionize how users manage, access, and benefit from their personal and business data. We're building a world where data is not just accessible but also works actively for its owners, even while they sleep. Our focus is on seamless AI and data systems that enhance human life, leveraging on-device AI/ML for optimized compute efficiency.Our team is small, highly motivated, and focused on engineering excellence. This is an organization for those who appreciate challenging themselves and who thrive on curiosity. Engineers are encouraged to work across multiple areas of the company, and as a result all engineers and researchers share the title “Member of Technical Staff”.We operate with a flat organizational structure. All employees are expected to be hands-on and to contribute directly to the company’s mission. Leadership is given to those who show initiative and consistently deliver excellence. Work ethic and strong prioritization skills are important.All engineers and researchers are expected to have strong communication skills. They should be able to concisely and accurately share knowledge with their teammates.hushh.ai does not have recruiters. Every application is reviewed directly by a technical member of the team.We're always looking for fresh, driven graduates from top universities globally and in general for individuals who are not just looking for a job, but a mission regardless of being a recent graduate or someone with 30+ years of experience building useful products for humans. Join us in creating solutions that empower users with their own data, making it universally accessible, valuable, and working tirelessly for them.Your Role- Develop innovative AI solutions that seamlessly integrate with user devices, focusing on personal assistants like Siri, Alexa, Microsoft Copilot, AWS Q, OpenAI GPTs, etc.- Work on cutting-edge on-device AI/ML, optimizing for cost-effective edge and cloud AI/ML.- Collaborate in a flat organizational structure where initiative, creativity, and consistent delivery of excellence define leadership.- Engage in challenging projects that span across various aspects of AI and data management, from training large-scale neural networks to inventing new algorithms.Tech Stack- Rust- Python- JAX and XLA- CUDA (C++ and Triton)Ideal Experience- Building distributed training systems for AI models in HPC clusters.- Configuring and troubleshooting hardware and operating systems for peak performance.- Expertise in JAX/XLA for multi-host training.- Writing custom CUDA kernels in C++ or using Triton.- Proficiency in profiling, debugging, and optimizing multi-host GPU utilization.Qualifications- Bachelor’s or Master’s degree in Computer Science, Engineering, AI, ML, or related field.- Strong passion for solving the world’s toughest problems in data and AI systems.- Ability to work hands-on and contribute directly to the company’s mission.- Excellent communication skills, with the ability to share knowledge concisely and accurately.Why Hushh?- Be a part of a highly motivated team focused on engineering excellence.- Opportunity to work across multiple areas and grow in a dynamic environment.- Contribute to solutions that have a real impact on people's lives.- Embrace the challenge of working on the forefront of AI technology.Join Hushh and be a part of our journey to create AI systems that not only understand the universe but also make life better and more fulfilling for humanity.Apply Now: Please respond to these Key Questions in your cover letter for our team to review your application:What exceptional work have you done? Tell us about a piece of work that you are most proud about.Current company If you are currently employed in the field, please tell us the name of your employer.Current title If you are currently employed in the field, please tell us your role including your seniority level (e.g. Software Engineer II).LinkedIn Profile If you have a public LinkedIn profile, please provide its URL.X Profile If you have a public X profile, please provide its URL.Google Scholar If you have a Google Scholar page, please provide its URL.To Apply, please respond to the above Key Questions & send a personalized application via talent@hushh.ai, submit your resume and a cover letter explaining why you are the perfect fit for this role. We review every application directly and look forward to seeing your unique perspective and skills. Hushh is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.","['sql', 'pytorch', 'presentation skills', 'python', 'problem-solving', 'machine learning', 'tensorflow']","Bengaluru, Karnataka, India ·   1 week ago1 week ago ·   Over 100 people clicked Apply"
33,Great Learning,Data Scientist,"RoleOwn the quality of end to end learning experience for our global flagship programs in the domain of analytics, data science and artificial intelligenceOwn the hands on development of all the different components of the learning experience, including but not limited to video content, hands-on/ labs material, projects and various other learning activities/interventions. This will include engaging with SMEs/faculties/industry experts.Be a mentor / training assistant to hundreds of global professional by providing technical support, guidance and feedback in a timely mannerDevelop and leverage analytics powered solutions to continuously monitor and identify opportunities to improve quality of the learning experience in terms of appropriateness, accuracy, richness and outcomes. This will involve solving a variety of business problems using data.Be an active contributor to organization building by identifying and executing on various growth as well as capability development opportunities, in terms of new products or processes.Requirements1+ years of working experience in Data Science, Analytics or Artificial IntelligenceHave solved an end-to-end business problem or been part of a problem-solving journeyStrongly mandatory - 1+ year experience in using SQL to query data and Python to manipulate data and draw insights from large data setsExperience in creating and using machine learning algorithms and statistical modeling methodsStrong written, verbal, and presentation skills with the ability to work through complex concepts in easy-to-understand languageExperience with open-source DL toolkits such as TensorFlow, PyTorch, Hugging Face","['sql', 'spark', 'computer vision', 'feature engineering', 'scikit-learn', 'aws', 'git', 'numpy', 'matplotlib', 'mathematics', 'machine learning', 'software development', 'tensorflow', 'keras', 'statistics', 'python', 'cloud computing', 'curiosity', 'problem-solving', 'version control', 'linear algebra', 'azure', 'gans', 'pytorch', 'agile methodologies', 'object detection', 'hadoop', 'pandas', 'optimization', 'big data', 'deep learning', 'onnx', 'seaborn']","Bengaluru, Karnataka, India ·   2 weeks ago2 weeks ago ·   Over 100 applicants"
34,Bellatrix Aerospace,Machine Learning Engineer,"Company & Culture: Bellatrix Aerospace is a space transportation company developing new age technologies that shape the future of our industry. We specialize in the development and production of propulsion systems and in-orbit transportation solutions. Our work has won two National Awards and backing of the government and many marque investors. More details of the company are available on – https://in.linkedin.com/company/bellatrix-aerospace.At Bellatrix, we strive to create an environment that rewards creativity, performance and perseverance. At the same time, we also understand that failures are steppingstones to success on a journey to create something that never existing. In other words, our culture is fueled by intellectual curiosity, and our team takes pride in creating technologies that impact India and the world, growing together and achieving their goals each day.Full Time and onsite at workLocation: BangaloreJob Description:Drive innovation in ML optimization, integrating computer vision and multimodal insights for efficient on-device performance. Transform research concepts into real-world advancements with clear industrial applications.Mandatory Skills:Mathematics: Solid foundation in statistics (distributions, hypothesis testing), linear algebra, and calculusProgramming: Extensive experience with Python and a strong grasp of scientific computing libraries (scikit-learn, NumPy, Pandas).Frameworks: Expertise in deep learning frameworks like TensorFlow, Pytorch and ONNX. Strong skills in data querying (SQL), exploration, cleaning, preprocessing, and visualization (e.g., using tools like Matplotlib, Seaborn).Software Engineering Principles: Familiarity with version control (Git) and software development practices.Deployment on Edge Devices: Familiarity with concepts like quantization, pruning and knowledge distillation.Good-to-Have Skills:Cloud Computing: Experience with cloud platforms like AWS, Google Cloud, or Azure.Big Data Frameworks: Experience with distributed computing frameworks (Spark, Hadoop, etc.).MLOps: Knowledge of ML model deployment, monitoring, and continuous improvement (CI/CD pipelines).Key Duties and Responsibilities:Design and develop state-of-the-art machine learning models for computer vision applications. Drive innovation in synthetic image generation for increasing sparse dataset.Dive into research and experimentation with cutting-edge deep learning and generative models (GANs, VAEs, etc.) to produce excellent computer vision models.Harness computer vision techniques (object detection, segmentation, tracking) to build powerful models for diverse use cases in space applications.Efficiently preprocess datasets, employ augmentation, and implement smart feature engineering for large-scale visual data.Relentlessly optimize models for performance and scalability using compression, pruning, quantization, and other techniques.Evaluate and benchmark ML frameworks and libraries for generative AI and computer vision projects.Analyze developed computer vision models, applying compression techniques (like quantization, pruning, knowledge distillation) to dramatically reduce their size and computational requirements without sacrificing accuracy.Evaluate edge hardware platforms (e.g., GPUs, TPUs, dedicated accelerators) and select the ideal options for specific use cases and performance targets.Develop robust deployment pipelines ensuring smooth integration of optimized models onto edge devices. Design processes for over-the-air updates and continuous model maintenance.Proficient in model conversion tools and frameworks (e.g., TensorFlow Lite, Open VINO, ONNX Runtime) effectively translating models across platforms.Benchmark, profile, and debug model performance on target edge devices. Find potential bottlenecks and identify further optimization strategies.Design and run test scenarios that mimic real-world conditions where edge devices will operate, considering issues like environmental factors, power consumption, and connectivity.Document the development, ensuring reproducibility and knowledge-sharing within the team.Embrace code reviews and best practices for software development excellence.Education & ExperienceBachelor's, Master's, or PhD in Electronics Engineering or Computer Science, Engineering, or a related field with a strong focus on machine learning / artificial intelligence or computer vision.Proven track record of building and shipping generative AI and computer vision solutions.Master of Python and ML libraries like TensorFlow, PyTorch, Keras, and OpenCV.Firm grasp of deep learning architectures and generative models.Expert in computer vision techniques (object detection, segmentation, tracking, image synthesis).Adept at handling large, diverse visual datasets, employing smart preprocessing and feature engineering.Analytical mindset with a knack for innovative problem-solving.Exceptional communicator and collaborator; comfortable working across teams.Solid software engineering understanding (version control, agile methodologies).Familiar with various edge device architectures (ARM, microcontrollers, FPGAs).Passion for research and a desire to contribute to the broader ML community.","['programming', 'python', 'computer vision', 'c++', 'communication skills', 'problem-solving', 'deep learning', 'software development', 'cv']","Bengaluru, Karnataka, India ·   Reposted 5 days ago 5 days ago ·   Over 100 applicants"
35,Texas Instruments,Image Signal Processing,"About the JobThe Embedded Processors team designs and works on state-of-the-art processors and microcontrollers to make the world smarter, safer, and greener. These products are the heart of autonomous vehicles, intelligent robots, electric vehicles, and energy efficient homes and push the boundaries of technology integrating vision analytics, multimedia, networking, security, deep learning accelerators and ARM/RISC-V compute cores. The group is focused on solving some of the most challenging technical problems for automotive and industrial customers requiring coordinated and integrated hardware-software solutions. In the group we drive cutting-edge innovations in both. For this role the team is looking for passionate, creative and motivated embedded software development engineer in Image Signal Processing (ISP) and Computer Vision (CV) domains. A suitable candidate would be the one with experience and outstanding knowledge in development of embedded SW development, embedded systems engineering, computer architecture and ISP and CV algorithms. The position requires candidates to have strong programming skills with in-depth knowledge of C, C++, opensource computer vision and multimedia frameworks and Python programming. Knowledge and experience of working with functional safety standards is desirable.Job Responsibilities may include, but are not limited to:Develop embedded software for TI’s computer vision, imaging and analytics SoCsDevelop and deploy drivers for peripherals, application demos and examplesDevelop training collaterals and software documentationMinimum RequirementsMaster’s degree in Computer Science, Electrical or Electronics Engineering with 1+ years of relevant experienceBachelor’s degree in Computer Science, Electrical or Electronics Engineering with 1-2 years of relevant experiencePreferred Qualifications:Strong knowledge of ISP/CV/DL/multimedia systems, Embedded Systems Engineering, Computer Architecture and related areasStrong programming skills with in-depth knowledge of C, C++and Python Experience of working with camera systems Knowledge of Functional safety, ISO26262 Good analytical and problem-solving skills Good communication skills and ability to work in global teams with diverse skillsets","['programming', 'presentation skills', 'python', 'collaboration', 'scikit-learn', 'pandas', 'lstm', 'problem-solving', 'optimization', 'data analysis', 'numpy', 'machine learning', 'r', 'tensorflow']","Bengaluru, Karnataka, India ·   1 month ago1 month ago ·   Over 100 applicants"
36,RentoMojo,Data Science & ML Engineer," Data Analysis and Preprocessing:Collect, clean, and preprocess data from various sources including order data, vehicle usage data, and inventory levels.Identify patterns and trends in historical data to understand demand fluctuations. Predictive Modeling:Develop and implement predictive models to forecast vehicle requirements for logistics based on historical order data, vehicle usage trends, and other relevant factors.Create inventory prediction models to optimize procurement and ensure adequate stock levels. Optimization:Use advanced analytics and machine learning techniques to optimize routing and scheduling of vehicles, considering constraints like operating hours, touchpoints, and distance.Integrate constraints related to vehicle capacity, delivery times, and geographic distribution. Blockchain Integration (Optional):Explore the potential of blockchain technology for enhancing supply chain transparency, smart contracts, and proof of delivery systems.Collaborate with the tech team to prototype and test blockchain-based solutions. Collaboration:Work closely with the logistics, supply chain, and tech teams to understand business requirements and deliver actionable insights.Present findings and recommendations to stakeholders in a clear and concise manner.Strong programming skills in Python or R.Experience with data analysis libraries (e.g., pandas, NumPy) and machine learning frameworks (e.g., scikit-learn, TensorFlow).Familiarity with time series forecasting models (e.g., Prophet, ARIMA, LSTM).Knowledge of optimization algorithms and tools (e.g., Google OR-Tools).Understanding of blockchain technology and its applications (optional but a plus).Strong analytical and problem-solving skills.Ability to work with large datasets and perform complex data analysis.Excellent communication and presentation skills.Ability to work collaboratively in a team environment.High level of motivation and eagerness to learn.","['programming', 'keras', 'pytorch', 'statistics', 'spark', 'python', 'hive', 'scikit-learn', 'nlp', 'natural language processing', 'data analysis', 'mathematics', 'machine learning', 'tensorflow']","Bengaluru, Karnataka, India ·   2 weeks ago2 weeks ago ·   Over 100 people clicked Apply"
37,JPMorganChase,Associate AI/ML,"Engaging with stakeholders and understanding business requirementsDeveloping AI/ML solutions to address impactful business needsWorking with other team members to productionize end-to-end AI/ML solutionsEngaging in research and development of innovative relevant solutionsDocumenting developed AI/ML models to stakeholdersCoaching other AI/ML team members towards both personal and professional successCollaborating with other teams across the firm to attain the mission and vision of the team and the firmAdvanced degree in analytical field (e.g., Data Science, Computer Science, Engineering, Applied Mathematics, Statistics, Data Analysis, Operations Research)Experience in the application of AI/ML to a relevant fieldDemonstrated practical experience in machine learning techniques, supervised, unsupervised, and semi-supervisedStrong experience in natural language processing (NLP) and its applicationsSolid coding level in Python programming language, with experience in leveraging available libraries, like Tensorflow, Keras, Pytorch, Scikit-learn, or others, to dedicated projectsPrevious experience in working on Spark, Hive, and SQLFinancial service backgroundPhD in one of the above disciplines","['sql', 'programming', 'pytorch', 'python', 'collaboration', 'etl', 'scikit-learn', 'data engineering', 'data privacy', 'data pipelines', 'problem-solving', 'kubernetes', 'docker', 'machine learning', 'tensorflow']","Bhubaneswar, Odisha, India ·   2 weeks ago2 weeks ago ·   Over 100 applicants"
38,Data Safeguard Inc.,AI ML Engineer,"Company Overview:Data Safeguard is an esteemed leader in protecting clients' sensitive data, specializing in delivering advanced data privacy and synthetic fraud solutions. Trusted by top-tier organizations across various industries, we ensure compliance with data privacy regulations and mitigate financial risks associated with synthetic fraud. With a commitment to trust, reliability, and quality, Data Safeguard continues to innovate and lead in the field.Location: Bhubaneswar, Odisha (Work From Office Only)Data Safeguard is seeking an experienced AI/ML Engineer to join our dynamic development team. As a key contributor, you will play a vital role in advancing our suite of products, leveraging your expertise in machine learning to develop and implement cutting-edge solutions. This position offers an exciting opportunity to apply your knowledge in a practical setting, collaborate with talented professionals, and make a significant impact in the realm of data privacy and fraud prevention.Responsibilities:- Design, develop, and deploy scalable backend systems using Python and related technologies.- Collaborate with data scientists and machine learning engineers to integrate AI/ML models into production systems.- Optimize backend infrastructure for performance, scalability, and reliability.- Implement data pipelines and ETL processes to ingest, preprocess, and analyze large volumes of data.- Work closely with cross-functional teams to understand requirements and deliver innovative solutions.- Stay up-to-date with the latest trends and technologies in AI/ML, data engineering, and backend development.Qualifications:- Bachelor's degree in Computer Science, Engineering, or a related field.- Strong proficiency in Python programming and experience with backend frameworks such as Django, Flask, or FastAPI.- Solid understanding of AI/ML concepts and experience with libraries such as TensorFlow, PyTorch, or scikit-learn.- Experience with data storage and processing technologies such as SQL, NoSQL, and distributed computing frameworks.- Familiarity with containerization and orchestration tools like Docker and Kubernetes.- Excellent problem-solving skills and a proactive mindset.- Strong communication and collaboration skills.Benefits:Maximized benefits.Competitive Pay.Paid Time Off.Opportunity to work with a global team and clientele.Opportunity to potentially work in the United States headquarters.Work with cutting edge products and technologies.Data Safeguard is an equal opportunity employer committed to fostering an inclusive and diverse workplace. We encourage individuals of all backgrounds to apply, as we believe in evaluating candidates based on merit, competence, and alignment with our business needs.","['programming', 'keras', 'pytorch', 'spark', 'python', 'snowflake', 'hive', 'deep learning', 'gcp', 'git', 'machine learning', 'version control', 'r', 'automl', 'tensorflow', 'redshift']","Bengaluru, Karnataka, India ·   2 weeks ago2 weeks ago ·   Over 100 people clicked Apply"
